station ID,year,JanTotal,FebTotal,MarTotal,AprTotal,MayTotal,JunTotal,JulTotal,AugTotal,SepTotal,OctTotal,NovTotal,DecTotal,AnnTotal
68138,1970,0.76,5.27,3.31,4.34,4.73,2.84,0.78,4.78,3.28,2.62,4.37,2.82,39.91
68138,1971,1.83,5.63,2.67,2.06,4.14,2.48,5.49,3.29,6.54,2.87,5.45,2.92,45.36
68138,1972,2.04,7.14,7.03,3.8,5.24,10.12,5.09,3.3,5.35,4.29,8.56,8.04,70.01
68138,1973,4.65,3.55,3.17,5.79,4.76,3.62,4.32,4.63,4.97,4.79,1.94,9.98,56.18
68138,1974,5.17,3.01,4.87,3.67,2.8,2.27,3.03,5.55,8.45,3.87,2,6.47,51.16
68138,1975,5.01,3.32,4.19,3.25,3.51,4.21,4.11,3.17,9.95,5.4,5.42,4.49,56.03
68138,1976,6.91,3.61,3.17,3.56,3.52,1.93,4,8.98,2.47,4.67,0.78,3.87,47.47
68138,1977,2.37,2.42,6.48,4.43,4.86,4.79,3.6,3.31,7.64,5.26,3.37,6.06,54.6
68138,1978,11.13,0.5,3.79,2.61,3.57,2.3,5.33,3.94,2.32,4.25,2.44,4.54,46.73
68138,1979,13.8,3.56,3.77,5.44,5.18,1.09,3.67,8.43,4.23,4.9,4.56,2.48,61.12
68138,1980,1.35,1.03,9.5,5.22,1.85,3.44,8.96,2.03,1.29,4.5,4.86,1.11,45.13
68138,1981,0.64,7.89,0.55,4.13,3.27,2.5,3.3,0.73,3.85,5.3,2.64,6.08,40.88
68138,1982,5.9,3.82,2.88,5.26,2.5,12.79,2.13,3.37,2.72,4.09,4.69,1.86,52.01
68138,1983,5.36,4.74,7.85,10.94,5.71,2.21,1.52,2.98,1.43,6.84,7.72,6.63,63.95
68138,1984,2.07,5.54,5.08,6.33,9.21,4.53,6.77,0.47,2.23,4.59,3.81,2.93,53.56
68138,1985,0.94,2.87,2.82,1.5,3.91,4.7,6.05,6.5,5.39,2.59,6.71,1.65,45.63
68138,1986,5.67,3.58,3.51,1.71,1.69,5.11,4.67,4.29,0.91,2.25,7.65,6.69,47.72
68138,1987,5.63,0.51,3.91,9.63,2.23,3.47,1.36,4.17,4.05,3.84,2.91,2.48,44.19
68138,1988,3.2,5.01,3.5,3.27,4.1,1.11,7.43,2.24,3.2,2.53,9.24,1.53,46.37
68138,1989,1.48,3.11,3.2,3.76,7.28,6.56,4.85,9.99,3.33,8.56,5.15,1.25,58.51
68138,1990,5.07,4.51,1.83,4.64,6.35,1.71,2.88,5.57,2.23,10.7,2.9,5.1,53.49
68138,1991,2.86,2.17,5.93,2.54,5.62,2.67,2.67,8.04,7.62,2.06,5.11,3.08,50.37
68138,1992,3.11,2.32,4.74,2.78,1.24,7.14,3.45,5.37,3.27,2.28,3.28,6.55,45.54
68138,1993,3.17,3.15,7.43,4.66,0.93,2.51,3.84,2.8,7.09,3.58,5.13,6.08,50.37
68138,1994,6.11,2.84,6.13,1.84,3.04,3.89,3.76,7.19,5.91,0.99,4.78,4.31,50.78
68138,1995,3.82,3.11,4.39,2.55,3.33,1.83,3.94,2.25,3.43,10.13,4.77,2.21,45.78
68138,1996,6.38,2.27,2.91,7.5,3.13,2.55,7.33,2.59,6.08,6.52,4.3,8.13,59.69
68138,1997,3.83,2.05,3.39,4.88,2.99,1.58,2.53,4.79,1.1,1.89,7.01,3.72,39.77
68138,1998,5.06,3.47,7.84,3.81,6.74,10.58,4.67,2.55,2.36,4.83,2.42,1.53,55.85
68138,1999,6.91,3.34,6.61,1.16,3.97,0.13,5.88,1.78,8.34,4.87,3.17,2.68,48.84
68138,2000,3.08,2.52,4.27,6.23,3.93,6.17,4.37,2.98,5.25,1.07,3.59,4.87,48.32
68138,2001,2.16,2.17,6.4,1.53,4.19,6.02,0.89,4.87,3.76,0.76,1.33,2.36,36.46
68138,2002,1.96,1.36,4.66,3.54,5.33,5.03,3.85,3.5,5.62,4.32,5.15,4.83,49.15
68138,2003,2.64,4.27,4.61,2.9,4.1,6.67,2.59,4.96,6.95,5.72,1.94,5.69,53.04
68138,2004,1.41,1.91,2.03,7.86,3.92,1.79,4.89,5.43,7.51,2.2,4.13,4.72,47.8
68138,2005,4.87,2.65,3.89,7,2.76,1.39,2.82,0.72,2.3,15.55,4.56,3.57,52.07
68138,2006,4.75,2.3,0.56,3.07,7.11,12.2,2.45,4.1,2.42,6.24,6.6,1.43,53.24
68138,2007,2.99,1.56,4.83,8.02,2.22,2.81,3.35,2.07,1.63,2.84,2.98,5.45,40.76
68138,2008,2.28,8.88,4.97,4.01,2.53,4.25,4.54,3.21,9.18,2.92,3.57,7.78,58.13
68138,2009,2.86,1.26,3.24,4.7,3.62,5.7,7.67,3.96,1.67,5.69,2.97,4.78,48.12
68138,2010,3.35,3.56,9.63,1.62,3.08,4.36,3.17,3.55,1.97,4.55,3.75,4.46,47.04
68138,2011,3.14,3.07,3.87,5.33,6.26,6.8,2.84,13.76,5.89,4.14,3.99,3.95,63.04
68138,2012,2.62,0.46,1.14,3.26,3.47,5.17,4.2,5.17,8.2,3.71,1.18,3.83,42.41
68138,2013,2.14,3.59,2.19,2.13,5.61,12.18,3.56,3.62,2.54,1.39,3.81,3.4,46.17
